question,answer,Declarative_Text
"And they investigated and put into place the design changes based on the investigation regarding the use of ammonia in tobacco, right?","R.J. well -- well, I don't know about that. I think R.J. Reynolds looked at developing ammonia technology for its brands and they did do that.",
"And they did that because Reynolds was interested in selling more cigarettes than their competition, correct?","Certainly Reynolds is in a competitive marketplace, so they were -- they were interested in -JL <mJ X LICJL -J- X M L O . JL. X X JL LI \-A ! X X \3> JL JL ) X X Q J. KJ* \ s JL. *? X I L \ s JFV. K*Jt JL O* o L* L* J. X CL L-r L* JL XI L*w g Reynolds brands were declining in the marketplace, so they were grasping and looking for reasons as to why that might be the case.",
They were worried about losing market share to,"They were, yes. I would say that's fair. cigarettes?",
Reynolds uses brown sugar in their cigarettes?,"They do, yes. Karen Whitney smoked?",
Caramel?,Caramel? There might be a caramel flavor. I'm not sure that the actual caramel is used.,
Okay.,We could look at the ingredients disclosed list. I don't have it memorized.,
"If any of these are not in any of the cigarette brands that Karen Whitney smoked, let me know. I'm just going to list the ingredients for you, okay, the additives?",I don't know all the brands that Mrs. Whitney smoked.,
Okay.,"You know, and, again, going through time things would have changed, so that's why it's not a very easy thing to answer.",
All right. So let's just go through these additives. Reynolds puts carrot seed oil in their -* ^t v** JL y C* -L tJ L L. w O,"P o s s i b l y . !MIWMIMWIWM^ X \ in Ol CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Chocolate liquor? Possibly. Citric acid? Possibly, yes. urea. I don't know that it may have at one point in time. I don't know that it does today. Why did they use urea? It's an ammonia compound. Cocoa? Yes . Cocoa extract? Yes, I think so. Cocoa powder? Yes. Cocoa distillate? Pernaps, yes. Coffee beans? I don't know about coffee beans. Coffee extract? Maybe, I'm not I don't think so, though. Corn syrup? Yes. Q i\ Q Q A in t im Q Q r\ Q i \ Q TV ex Q A Q A Q i\ Q rt. Q r\ Is corn syrup naturally occurring in tobacco? | JjJ No, but it's a sugar and sugar is naturally 8.!WWMWW8WWWIW>WWk';WWW^^^ i Ol i CD United Rqiorting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 occurring in tobacco.",
Are any of the additives that we just listed naturally occurring in tobacco?,Some -- some may be and some may not.,
Chocolate liquor is naturally occurring in tobacco?,"Chocolate liquor, I don't I don't know what -- there is probably a lot of compounds in chocolate liquor that occur naturally in tobacco, so...",
"Is chocolate liquor, is that naturally does chocolate liquor naturally occur in tobacco?",Chocolate liquor is not a single compound.,
Does car-,So there's multiple compounds in chocolate liquor many of which I'm sure are naturally occurring in tobacco.,
"Does carrot seed -- well, does carrot seed oil","Carrot seed oil does not, but carrot seed oil is an extract of a natural product which is compriged of many things likely which some of them are naturally occurring in tobacco.",
Which -- which -- what is it? What occurs in tobacco?,"What are you talking about? MWMWWWHHiMWMmWHWM^^ ;i Oi J w GO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
"You said part of it probably does, so which -- what part of it are you talking about?","I don't know. I don't have the specifics, but at the end of the day most natural products contain commonalities. Tobacco is a natural product as I'm sure you're aware.",
Diammonium phosphate?,YA Q,
That's in tobacco?,"Ammonia is, yes. Ammonia occurs naturally in tobacco.",
Diammonium phosphate occurs naturally in tobacco?,"It's an ammonium compound, so, yes, in general.",
You're saying so you're saying,"And phosphate is in tobacco, so, yes.",
So you're saying that diammonium phosphate is naturally found in a tobacco plant?,It might very well be. Ammonia and phosphate are found in tobacco and they may be found in that salt combination naturally in tobacco.,
So you're saying that they are?,"I'm not I'm saying that it's possible that they are. I know ammonia occurs naturally in tobacco 'WWllllWWiMWW^ I CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 and phosphate is naturally found in tobacco.",
So you're not saying you don't you're saying you don't know if it is or isn't?,"No. Ammonia occurs naturally in tobacco and phosphate naturally occurs in tobacco, I don't know that diammonium phosphate is found naturally in tobacco.",
High fructose corn syrup?,,
"That's not found naturally in tobacco, is it?",The sugar component of high fructose corn syrup is found naturally in tobacco.,
"Okay, good. Honey, is that found naturally in tobacco?",No.,
"Liquorice, is that found naturally in tobacco? be.","We do, yes. I oi ii 0 United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
Honey?,"Not anymore, but that was used as an additive.",
"Menthol, that's that's an additive you put in cigarettes?","It is, yes.",
"Okay. That's not naturally occurring in tobacco, is it?",There is some menthol found in some tobacco plants.,
"Vanilla, do you put that in tobacco -- in your i cigarettes.","It is an additive, yes.",
"That's not naturally occurring in tobacco, is it?","Again, vanilla is a natural extract, parts of it would be, but, in general, there is some vanillin in tobacco.",
What -- what's the basis for you to say that there's vanilla in tobacco?,"Because it's vanillin and I know that part of -- when you deconstruct a tobacco plant you will find vanillin in it, so that is my basis.",
"Okay. You don't have any opinions specific you don't ~ you're not offering any opinions specific * w to Karen Whitney, are you, or John Whitney? I CO CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",NO.,
"You don't intend to do that at this trial,","Typically no, other than what their brand history might be, but, no, with relation to the brands they smoked.",
What does that mean?,That's typically what I would offer opinions on is about the brands that they would smoke.,
Correct. But what about the brands that they would smoke?,,
So what is it?,I'm sorry?,
What is it you intend to testify about the brands?,"I mean, I don't know at this point in time. What I would typically testify to would be would be what I would what's in my disclosure and what's in my testimony.",
Which is what?,With regard to brand history?,
"What is it that you would typically -- you said you don't know what you're going to testify to, but you just you said I'll testify to what I typically do, which is what? *i A weii, tor msuance, wiLU winsn.on, i can caiK about the history of Winston. And I would do that. I en I o I I United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",,
Okay. Anything else?,I could do the history of whatever brands are at issue. I would do the same type of thing.,
Just history of the brand?,"How it was designed, what kind of technologies went into it, yes. 0 Okav. R.J. Reynolds has used onserts in their cigarette packages? C4 Zi HTT| c\\t h a t f 2k T"" v"" /-^i^p 4~ -I rY\ c3k 4 /\ ""f i T Y I ^ T"" t* n l n If",
"And those have provided, I guess, information related to the related to the particular cigarette product, right?",They could or they could be coupons.,
"Right. They could have put onserts in their cigarettes in the '70s if they wanted to, right?",I don't know if they could or couldn't. I don't know.,
What makes you think they couldn't?,"Technology. I don't know when the technology was developed, but",
Other than the technology.,"Well, I mean, it's kind of hard to put -- to put it in there if the technology isn't developed, but I don't know when that was.",
"Right. But an onsert is something that R.J. en I O cn United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Page 306 jj Reynolds has decided has determined voluntarily to do, right? They're not compelled to do onserts?",Correct. Yes.,
"It's just a voluntary statement that the company makes about their cigarette product, right?","In general, yes. I would say that's -- it's a way to communicate, yes.",
"Right. They could have commun ~ they could have -- assuming that they could *""nav*e; developed the technology to do it, they could have done it in the '60s, '70s, '80s and 90s",,
correct?,I would say they could do it when the technology was available for them to do it.,
Right.,You can't go to the moon until you build a rocket to go to the moon.,
But we're talking about putting a piece of paper inside the cigarette pack.,"Which is not necessarily easy, yes.",
"Okay. All right. But that's what the onsert is, it's putting a piece of paper inside the cigarette pack and giving the giving the consumer some WjW^^W.^,W,W,WW!WWWTO^^ I CO i co I o United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 additional information about the cigarette, right?",Correct. And what I'm saying is it's not necessarily easy.,
"Right. But if R.J. Reynolds could have figured out a way to put a piece of paper in a cigarette pack in the 1970s, for example, they could have done that if they had chose to?","Perhaps. I mean, you're asking me whether I don't know when the technology was implemented or developed to put onserts on.",
"i j u s t Said, if they had figured out a way to put a piece of paper inside their cigarette packs they could have done that had they chose to in the '70s?","As a hypothetical question, yeah. If they had -- if they had figured out how to do it in the '70s and chose to do it, then, yes, they would have.",
"Right. And they could have they could have, for example, on that onsert in the 1960s or the '70s, have instructed their consumers, Do not inhale cigarette smoke, correct?","So if they had invented a way to put onserts in the pack and if they had chose to do that and if they had chose to write, Don't inhale the cigarette, could they have done that? I suppose they could have, yes. JHHMHSJMJMJPBWWMW^^ Ol I CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
"Right. That would have taken just the ability for them to put a piece of paper in the cigarette pack and then the choice to actually decide to do it, right?",The choice to to write the words and to put -- and to put it in?,
Right.,Right. I would not trivialize the onsert technology however.,
Okay. Does R.J. Reynolds accept the U.S. Surgeon General as an authority on smoking and health? itL i\ i wouiu say SO/ yes.,,
As a leading authority on smoking and health?,"I would say in general, yes.",
"They haven't always accepted the Surgeon General as the leading authority on smoking and health, though, correct?","I don't know if they had or not. Today we certainly would, in the past we might not have agreed with the Surgeon General.",
We've gone through some documents in which,Correct.,
"And they were, in fact, stating to the public JRWMW^iTOIWIIWfflMI^ Ol i CO sj Ol I Q O United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 that the Surgeon General was misguided and misleading the public, correct?","From what I recall, yes.",
"Okay. R.J, Reynolds has a responsibility to be honest to the public, right?","I think so, yes.",
And they have a responsibility to be honest with the medical community regarding what they say about their cigarette products?,"Yes. lz Q And it s your opinion that R.J. Reynolds has always been honest with the public and the public health community, correct?",
"And they've always maintained consistent positions on whether or not smoking causes disease both internally and externally, correct?",Their internal position and external position w e r e the would have been the same moving through time although they did change over time.,
"But even though the position you're saying the position may have changed, but the -- they didn't say something internal and then at the same time say something publicly that was different. JW^WWMWWMWW^^ I I to li CO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221","Not that I'm aware of, no. But their position has evolved over time.",
"R.J. Reynolds is no longer allowed to use terms like light, low tar, low nicotine in conjunction with advertising their cigarettes, correct?","They're not allowed to use those brand designations, no.",
"They used them for decades, though, right?","They did, yes.",
And the only reason they're not doing it is because they were -~ they are prohibited from doing it?,"The FDA does not allow those brand designations, correct. We would -- I see no reason why we wouldn't use them were it not for that.",
What level of toxicants in cigarettes has R.J. Reynolds determined to be too high to safely and responsibly sell cigarettes to consumers?,I don't know if that level can be established.,
Okay. What have they done to determine what,"I don't know that we've -- that we know what level is too high. I think what's been done over the years is try to bring those levels down. So I don't know what would be considered to be too high. Perhaps TBBBgBBWBHWWBIBHIWWBWBW I (0 -sj ? - GO United Reporting, Inc. Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 the FDA will issue constituent ceilings at some point in time in the future and they may make that determination.",
"Has R.J. Reynolds ever determined that they l i e t : U . t : U . H J L C U U l ' C 1 1 1 ? J L c v c J . UX L-O-X l_* X J.lvjy t* 11 Z> I 111 L U A l U Q i l L O XII their cigarettes to a level low enough to eliminate significant risks of developing disease in the user in order to responsibly sell the product to consumers? Reynolds has attempted to reduce the toxicant load, but we don't know what that level would be whereby one could make a safe cigarette.",,
Has R.J. Reynolds,And no one knows that as far as I know.,
"Has R.J. Reynolds MR, McPHARLIN: Move to strike the last part of your answer as nonresponsive.",,
"Has R.J. Reynolds ever set a corporate policy on the maximum level of toxicants in a cigarette product, what that maximum level must be -- strike that. Has R.J. Reynolds ever set a corporate policy that mandated eliminating the addictive qualities in their cigarette product?","No, not that I'm aware of.",
Tell the jury what your current position is with R.J. Reynolds.,I'm the vice president of a cigarette product development.,
And what are your duties and responsibilities as vice president of a cigarette product development?,"I'm responsible for all the cigarette Drancts tnat K. J. Keynoicis maKes and seixs m trie United States as well as for contract work, and I have a number of research functions that report up through May.",
You told Mr. McPharlin that your first job working for a cigarette company was working for the Brown & Williamson Tobacco Corporation; is that right?,That is correct.,
"What were you hired to do by Brown & Williamson? /*i X W d o 11X x sZ yJL cl *u ex (w.X%irilL>X >L"" cill d L W U L \ c CI specifically on working on reduced-harm-type projects. (O o United Reporting, Inc. 18d48Sd5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",,
What is a reduced-harm project?,"It's trying to investigate scientifically are there ways to reduce toxicants in smoke, for instance, and what means could one employ to do that. Studying combustion is one of the first projects I worked on. I tried to understand how toxicants are formed in smoke with the hope that if you know what the mechanism is, you might be able to do something to interrupt the formation.",
"During the entire time that you worked at Brown & Williamson, did you work on harm~*reduction*related projects?","I did, yes.",
"When you joined R.J. Reynolds, did you continue to work on harm-reduction projects?","I have, yes.",
Can you give the jury some of the major areas that you've worked on in your career 0 related to harm reduction at B&W and R.J. Reynolds.,"Sure. I have a -- certainly have a patent on a selective filtration in smoke. I've worked on selective filtration and reduced specific toxicants in smoke. I helped generate U I I X L. "" C I JT \ "" ]UOXL.XI lC[^ X i 1C* * 18d485d5-a59c-4bf5-94c3-2446f cd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 the brand Advance for Brown & Williamson, which was a potentially reduced-exposure product. At Reynolds I've worked on the Eclipse brand, which is a potentially reduced-exposure product cigarette. I nave directed the research or others. I continue to direct the research of others in harm reduction, whether that being in filtered development or new tobacco-blending techniques or different types of reconstituted tobacco. So I've worked on a number of things, including plant breeding as well.",
Was the research that you did at B&W and related to trying to reduce the inherent risk of cigarettes?,That's correct. Yes.,
Today does the Reynolds Tobacco Company maintain an Internet website?,"We do, yes. tell the public what its positions are on various issues related to smoking and health?",
"Dr. Figlar, I've handed you an exhibit that's marked as ANS 001324 Dem-14. Do you have that in front of you?","Yes, sir.",
What is this?,It's a screen shot of our one of our websites -- of our website.,
Does this website list your company's position on cigarette smoking and health?,"It does, yes.",
"Would you read that for the jury, pxease.","""Cigarette smokincj is a leading cause of preventable deaths in the United States. Cigarette smoke significantly increases the risk of developing lung cancer, heart disease, chronic United Reporting, Inc. en oi w 18d485d5-a59c^bf 5-94c3-24*6fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 bronchitis, emphysema, and other serious diseases and adve] Q position Q Dem ^ c *_ Ju. CI o L. cse health conditions."" Is that position consistent with the of the U.S. surgeon General? I believe it is, yes. If you'll turn to the next exhibit, ANS -15.",
"If you'll turn to the next exhibit, it's ANS 1324 Dem-17. Does this screen shot of your website oive the company s position about nicotine and addiction?","Yes, it does.",
What is the con^>anyis position about nicotine and addxction?,"It says, ""Nicotine in tobacco products is addictive but is not considered a significant threat to health.""",
"When it says nicotine is not considered ^ g2.gn1rxca.nt tiireat x.o neaxtm, wnat. does tnat mean?",That means nicotine in and of itself is not something that will cause disease.,
"I'11 mark as Exhibit 6 a page from the Federal Register Notice. Federal Register, Volume 78, Number 63, Tuesday, April 2nd, 2013, from the Department of Health and Human Services, Food and Drug Administration, titled a Notice of Modifications to Labeling of Nicotine Replacement Therapy Products For Over-the-Counter Human Use. Do you see Exhibit 6, Dr. Figlar? (Defense Exhibit No. 6 was marked for identification.)","I do, yes.",
Are you familiar with this document?,"I am, yes.",
"Does this document set forth FDA's position on the use of Nicotine Replacement United Reporting, Inc. cn I8d485d5-a59c-4bf$-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Therapy products by the FDA?","It does, yes.",
"If you look at the right-hand column, the ETDA' s position on NRT products. It s the second sentence, right-hand column. It states, ""NRT products do not contain all of the carcinogens and other harmful constituents that are found in cigarette smoke."" Do you see that?",Where where are we again?,
Right here.,"Okay. Third column, yes. L/KJ y U U 9m%%m L1*C& %m '",
Do you agree with that?,"I do, yes.",
"If you turn to the next page, the very first sentence in the middle column at the bottom last paragraph. Starts with upon. Do you see where I am?",I do.,
"All right. And the Federal Registry United Reporting, Inc. en o o 18d485d5-a59c-4bf5~94c3~2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 notice of the FDA states, ""Upon reviewing the published reports of these and other studies, we have determined that the concomitant use of OXC NUT products"" what does that stand for, OTC NRT?",Over-the-counter Nicotine Replacement Therapies.,
"""Products with cigarettes or with other nicotine-containing products does not raise significant safety concerns."" Do you see that?","I do, yes.",
Do you agree with that?,I do.,
"The FDA also states, ""The published literature contains few reports of adverse events arising from the use of NRT products while smoking or using another NRT product."" Do you see that?",I do.,
And do you agree with that?,"I do, yes. Oi CO United Reporting, Inc. 18d485d5-a59c-4bf 5-94c3-2446f cd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221",
"If you turn to the next page, the FDA states, ""We also note that although any nicotine-containing product has the potential to be addicting, based on the available evidence, currently marketed OTC NRT products do not appear to have significant potential for abuse or dependence."" Do you see that?",I do.,
Is Reynolds aware of these positions as stated by the FDA in terms of NRT products?,Of course we are.,
Is this position of the FDA consistent with Reynolds' position on its website about nicotine being a significant threat not being a significant threat to them?,Correct. Yes.,
And does your,,
"Does your website state, ""R.J. Reynolds Tobacco Company believes that individuals should rely on the conclusions of the U.S. Surgeon General, the Centers For Disease Control, and other public health and medical officials when making decisions regarding smoking?""","That is our current position, yes.",
"Dr. Piglar, you work in the research and development department, right?","Yes, I do.",
"Have you I'm going to hand you what's marked as Dem number 1, which is marked as Exhibit 9. Using that demonstrative, would you tell the jury the major efforts that you were talking o United Reporting, Inc. 18d485d5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 about earlier with respect to harm and trying to reduce the risk of smoke. (Defense Exhibit No. 9 was marked for identification.) MR, MCPHARLIN: Objection to form.","Yeah. I mean, we -- we would look at general reduction, selective reduction, tobacco heating, and tobacco substitutes, those large research areas to try to address the health -- potential health consequences from smoke.",
What is general reduction? i,General reduction means you want to reduce everything all at the same time. So we're getting basically all the toxicants and carcinogens down at once.,
What does selective reduction mean?,Selective would mean to try to target a specific compound or class of compounds in order to reduce their yields to the smoker.,
What is tobacco heating?,"Tobacco heating is -~ it's been found through research that many toxicants are formed because tobacco is burned. So if one could generate an aerosol by heating tobacco as opposed to burning it, then you will not form certain U111 L t. U JAc^O L Lilly, 11lO . 18<M85d5-a59e~4bf S-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 carcinogens a lot of carcinogens and- c. toxicants, JO tnat s wnat tooocco neatmg is about.",
And the last on on your list is tobacco substitutes. What does that refer to?,Reynolds spent a good deal of time looking for substitutes for tobacco. So are there things that you can put in a cigarette that would not be tobacco that would produce compounds when burned that that are are compounds of a less extent than in tobacco.,
"You were asked some questions about various cigarette brands, including Winston and Salem and Doral, during Mr. McPharlin's examination. Do you recall that?",I do.,
Has Reynolds implemented general reduction techniques in each of those brands?,"Yes. Yes, they have.",
"What is the effect of using general United Reporting, Inc. 18d485d5-a59c-4bf5-Wc3-2446fcd4da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 brands, Winston, Salem, and Doral?",It reduces the yields of both tar and nicotine as well as toxicants and carcinogens.,
If you'11 turn in your stack to Dem number 12.,,
"Dem number 12 at the top says, ""Winston 85, Major Design Modifications 1954--1998, Tar Yields and Nicotine Yields."" Do you see that? (Defense Exhibit No. 10 was marked for identification.)",,
Is,,
What is depicted on this chart?,"What is depicted on this chart is the yields of Winston 85 cicrarettes for both tar and nicotine, the blue line being tar and the green JL J . 11vZ< **J \iS _L i I vJJ 1 1 X v^. \j L. JL I i \m* f \J V \i^ JL L* A i,C-t L- L- -MLJ-IL v 7 X. JL- C3 + l l v - + JL. J. I United Reporting, Inc. CO Ol o 18d4a5d5-a5C-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 addition to that, what is on-there is call-outs in the years at which certain technologies were reduction techniques were utilized and that's what -- that's what that ~~ that's what this chart is.",
"From 1954 up until 1998, what was the effect of general reduction techniques on the Winston tar and nicotine yields?","Well, it reduced the it reduced the tar and nicotine yields over time. And certainly that's what this chart depicts.",
"With respect to Salem cigarettes, how have general reduction techniques reduced tar and nicotine vield over time'","They -- they all work similarly, so they it would be the same type of chart.",
For what brand style is -- is this chart Dem-12 that we're looking at?,Dem-12 is just for Winston -~ just for Winston 85 actually.,
"And Winston 85, is that a full-flavored cigarette brand style?","I t i s , ye s . en CO *\J en o a> United Repor t ing , I n c . 18d485d5-a59c-4bf5~94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 full-flavor brand style introduce other brand styles with lower tar and nicotine yields?",
"And have you prepared a chart that will describe the tar and nicotine yields of the other brand styles, Winston Lights and Winston Ultra Lights?","I have, yes.",
If you'll turn to Dem-21.,,
"Win- Dem-21 is titled Winston Brand Family ""Tar"" Yields. Do you see that? (Defense Exhibit No. 11 was marked for identification.)",I do.,
What do you have depicted on this chart?,The tar yields of the the whole Winston brand family and the years and when -- the years when those brands were introduced to the marketplace.,
"With respect to nicotine yields, would the Winston Light and the Winston Ultra Light United Reporting, Inc. Ol o 8d485d5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 have lower nicotine yields than the Winston Full Flavor? MR* MCPHARLIN: Objection to form.","Yeah, they would.",
"In addition to offering Winston Light, Winston Ultra Light, and the Winston Full Flavor brands, did Reynolds over time historically offer other brands with even lower tar and nicotine yields than the Winston ultra Light?",,
"If you'll turn to demonstrative 22. The title to that demonstrative is R.J. Reynolds Tobacco Company Offers Smokers a Range of Products, 1955 to 2000. Do you see that? (Defense Exhibit No. 12 was marked for identification.)",I do.,
What does this chart depict?,"This chart just shows the -- what the tar yields would be on the products that RJR made over that time frame, giving you the full range, which would be the high and the low, as well as the in the middle, giving you the industry United Reporting, Inc. 18d485d5-a59c^tbf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 sales1 weighted average figures.",
Did did Reynolds offer cigarette products with with extremely low yields of tar and nicotine?,"Yes, they did.",
Will you give the jury,,
"Would you give the jury some examples of the very low tar and nicotine """"yielding products.","Yeah. RJR had, I think, the Now one of the Now products was below 1 milligram of tar and like .01 or .005 milligrams of nicotine.",
What's the scientific basis for why Reynolds was trying to reduce tar and nicotine yields?,"Well, the scientific basis was that tnere was an association oetween cigarette smoking and disease. And the scientific basis was one of the toxicological premises that the dose -- that there was a dose response to the epidemiology. So if one could reduce the yield of products, then you would be reducing the dose. So it was a likely premise that if the if you could reduce the overall dose, then one would CO si United Reporting, Inc. 18d485d5-a59c-tbf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 probably reduce the risk.",
Did recommendations from public health scientists and the Government have an impact on Reynolds' cigarette design efforts?,Sure. Very much so.,
Hill you explain how,,
Will you explain what that i impact was.,"Yeah. The impact was that the public health community felt that there was a dose response to the epidemiology at the timer so, therefore, that was an indication that lower tar products would be better. And certainly those recommendations were made by the public health community over over a couple of decades, frankly several decades actually. uz. xxgxar, x ve nanaea you wnai: we xx W Oi N) United Reporting, Inc. 18d485d5*a59c-4W5-94c3-2446fcd48daO Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 mark as AS AS 20 on the document. This is an excerpt from the 1972 U.S. Surgeon General's report. Are you familiar with the 1972 U.S. Surgeon General's report with respect to what it (Defense Exhibit No. 13 was marked for identification.) o A _L dill",
"If you'll turn to page 143 I take that back. Let's start at page 142. The second full paragraph of the report states, ""In 1966, report on 'tar' and nicotine."" And if you'll read further down, the report says it was stated in that '66 Public Health Service report that, ""It is possible for a cigarette to be altered in such a way that its 'tar' and nicotine content is reduced, but certain"" ""but certain tL 3 other harmful effects, for example the effect of /4 the oaseous chase. mav be increased. Althouch this is a theoretical possibility, there is no en CO en CO United Reporting, Inc. 18d485d5-a59(Mbf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 evidence that this has occurred to any serious degree. The consensus view is that there is ^ inadequate evidence to support a change in that view at the present time."" And it goes on, ""In addition, it was concluded that the preponderance of scientific evidence strongly suggests that the lower the 'tar' and nicotine content of cigarette smoke, the less harmful would be the effect. Several studies ""supported ""reported since that time have added strong support to this position."" First of all, did I read that correct?","You have, yes.",
"H a s R e y n o l d s a w a r e o thxs statement this time, in 1972?",,
And then what impact would these kind of statements have on Reynolds' efforts to reduce tar* and nicotine?,They would support those efforts.,
"Dr. Figlar, I'm handing you what's been ai United Reporting, Inc. 18d485d5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 marked at the bottom as AS 00028. This is an excerpt from 1981 U.S. Surgeon General's report. Do you see that? (Defense Exhibit No. 14 was marked for identification.)","It is, yes.",
Is this a document that Reynolds would p. h a v e been aware of in 1981?,Certainly. Yes.,
"If you'll turn to page VI, page VI lists the findings of the 1981 SGR report. Do you see that?","Yes, I do.",
And will you read what the number one and number two findings are.,"""There is no safe cigarette and no safe level of consumption."" Number two says, ""Smoking cigarettes with lower yields of 'tar' and nicotine reduces the risk of lung cancer and, to some extent, improves the smoker's chance for a longer life, provided there is no compensatory increase in the amount smoked. However, the benefits are minimal in comparison with giving up en United Reporting, Inc. Q^/l _ ^ 9 ^ 9 9 9 18d48SdS-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 cig-"" ""cigarettes entirely. The single most effective way to reduce the hazards of smoking continues to be that of quitting entirely.""",
What impact did did these kinds of statements have on Reynolds' efforts to reduce tar and nicotine?,"Well, they continued to support that -- that premise that lowering tar and nicotine would be a good idea. So Reynolds would continue to do so.",
"If you turn to page 18, there's a section called Cancer in this '81 Surgeon General the Surgeon General concluded, ""Today's filter-tipped, lower 'tar* and nicotine cigarettes produce lower rates of lung cancer than do their higher 'tar' and nicotine Diedecossors * "" Do vou sse that?","You have read that correctly, yes.",
"If you turn to page 30, there's a section titled Epidemiologic Studies Background. 3 Do vou see that^",I do.,
"The second paragraph under that section states, ""From these epidemiological observations, it has been predicted that a smoker's cancer risk would be reduced if the 'tar' yield of a individual does not compensate by more frequent Do you see that?","I do,",
What impact would this kind of conclusion about the epidemiology have on Reynolds' efforts to reduce tar and nicotine?,"Again, it would, continue to support the development of those products",
Mr. McPharlin asked you what were some of the reasons why Reynolds was making lower tax cigarettes during his examination. Do you recall that?,"I do. Ol United Repor t ing , I n c . 18d48Sd5-aS9cH4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Paqe",
And will you remind the jury what the reasons why Reynolds was making lower tar ciaarettes over time'',KscommGncist 1 ons rrom tne puDxic nealtn comm- community as well as consumer demand for those products.,
"Dr. Figlar, for how long have warning labels appeared on cigarette packs?",Since 1966.,
For how long have the warnings appeared on cigarette advertisements?,"Since -- about the same time frame. Around the early 1970s, I believe.",
Who decides what language appears on the warnings?,The Federal Government does.,
"Has Reynolds, to your knowledge, always complied with the law and put warning labels on its cigarette packs when they were required?",Absolutely. Yes.,
"If you'll turn to if you'll turn to Ol CD United Reporting, Inc. 18d485d5-a59c-4bf5-94c3-2446fcd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 Dem-10.",Okay.,
Does demonstrative number 10 list the cigarette warning labels that have been on Reynolds' cigarette packs over time?,"It does, yes.",
"Okay. Was the 1966 warning, ""Caution, cigarette smoking may be hazardous to your health""?","It was, yes.",
Was that warning changed in 1970?,It was.,
"And was the warning as of 1970, ""Warning, the Surgeon General has determined that cigarette smoking is dangerous to your health""?","That was the warning, yes.",
In 1985 did the warnings change again?,"They did. And they I think they got four rotating warnings. 25 Q Among the four rotating warnings is one CO United Reporting, Inc. 18d485d$-a59c-4bf5-943-2446fCd48da0 Source: https://www.industrydocuments.ucsf.edu/docs/rspw0221 of those warnings, ""Surgeon General's warning, fttn/-lf _ nfT c a u s e s l u n o c a n c e r h e a r t d i s e a s e ___.__.1_ _ _ _ _ _ _ _ _ . _ J ______ t _ . _ _ , _ , _ . _ . _ _ _ _ _ _ . i i n eiiiDnvsenia. a n o mav coniDXXGaxe u r e o n a n c v t",
"Is there is there another Surgeon General's warning that was put on Reynolds' cxuarex.'ce paojcs or* a rox.ax.xnor oasxs xnax. was titled. ""Suroreon General' s warninor. oruittincr w w - ^ j r -* | -- - - -- .* T. - w w | , -w^www- ** ^ smoking now greatly reduces serious risks to your w. #F M health ?","That is one of the warnings-, yes.",
