question,answer,Declarative_Text
Please state your full name.,My name is James Figlar.
"All right. Will you turn the page until yOu get to the next highlighted section, please, ahd tell me what page it's on. A, Page 3.",
Okay.,"It says, without exception no single individual whom we met was prepared to extrapolate on unambiguously from any single animal test to man. At the same time there was general agreement in -- general agreement that in the field of smoking and lung cancer no biologioal test wholly free from criticism is available at the present time."
Okay. Will you turn to the next page with highlighted language and please read.,"It says, the majority of individuals who we met accepted that beyond all reasonable doubt oigarette smoke most probably acts as a direct though very weak carcinogen on the human lung. The opinion was given that in view of its chemical composition it would indeed bo surprising if VERITEXT REPORTING COMPANY 212-2)9-9424 www.veritext.com 212-490-3430 Oi O ro ro http://www.veritext.com I T y*""**-^ j * * - 1 1 ' * * \ cigarette smoke were not carcinogenic. This undoubtedly represents the majority but by no means the unanimous opinion of scientists in the U.S.A."
"Okay, Then will you read the next highlighted section, please, and tell the jury what page it's on.","It's on Page 6. Q, Okay."
Is that it?,"Yep. Q, And if you go back to the very first page or the second page with the list of people that they met with, does it include members outside the industry at prominent medical research facilities?"
Is there a reference on the second page of the document to a meeting held at R. J. Reynolds?,"No, there is no R. J, Reynolds meeting,"
"Okay. Will you look at Plaintiff's Exhibit 1433A. This was the January 11th, 1990, letter to the principal of Willow Ridge Sohool.",Okay. Yes.
"You read a lot of this. I just want you to read the paragraph that you didn't read for Mr. Paige whioh I have highlighted on that copy, please?","Yes. It says, as information, R* J. Reynolds Tobacco Company's policy is not to allow our brand names to be used on toys or candy oigarettes and any current use of our brand names in this fashion is not sanctioned by our company?"
"All right. We're done with that dooument. I want you to turn to Plaintiff's Exhibit PT1563, whioh is Exhibit 4 to the deposition. Turn to Page 2, and read the highlighted section with the section of an exhibit that you didn't get a chance to read with Mr. Paige.",
"Okay. I want to direct your attention to aiparagraph of one of the exhibits Mr. Paige used. it's PT1941, Page 2. This was the Hill & Knowlton m^mo to Mr. Kloepfer at TI October 1968, and I want you to read the highlighted paragraph that you didn't have a ohanoe to read earlier in the examination.","All right. It says in all oaps IMPORTANT: if the paper contains any conclusions or findings unfavorable to tobacco, these are reported scrupulously. The account of these findings may be tors and placed at the end of the story, but it myst be there."
"Done with that document. Okay. You were shown a couple of video clips of statements by Tobaooo Institute representatives; do you recall that? VERITEXT REPORTING COMPANY 212-2179-9424 www.veritext.com 212-490-3430 W --*- O CD ro o http://www.veritext.com 4-- +*,m;*+#-****vmimmm>Mhi* c c",I do.
. I want to show you some -- some excerpts from those same news programs from ~~ let me start over. You were shown some clips by statements made by Tobaooo Institute reps on TV programs earlier; do you recall that?,"I do. ; Q. Do you know whether or not those news snows also contained statements made by members of ttie scientific and publio health community about t e health risks of oigarette smoking? A, They would have, yes."
". I want to show you a clip from PT4663, and I|'11 mark this as PT4663D. I want to play it for yj>u and ask you whether or not this was on the same n^ws program that Mr. Paige showed you earlier.",
Was that information that was also on the news program that was Plaintiff's Exhibit 4663?,"It would have been, yes."
And would that have been information that if someone watohed the news program they would have seen it?,They would have seen it. They would have been presented with that view as well.
"And I'm going to play for you a clip from Defendant's I mean, from Plaintiff's Exhibit 4720D. This is, for the record, a statement by Edward Brant. (Video playing.)",
You were shown a clip earlier from .that slime program of the Tobaooo Institute's statement about the question of smoking. If a person was watching that news program would they also have been exposed to that information from that publio health researcher?,"Certainly, yes."
"Dr. Figlar, I have one one more document I'd like you to read that was shown to you by Plaintiff's counsel. This was Deposition Exhibit 18, with was PT2527. It was a CTR release from February 3rd, 1969, and I want you to read the highlighted section on Page 2 at the bottom.","It says, Dr. Little is a member of the National Academy of Sciences, a former managing direotor for sixteen years of the American Society for the Control of Cancer (now the American Canoer Society), a past president of the American Association for Cancer Research, and a founder and former direotor of the Jackson Laboratory for Cancor Research."
"Was Dr. Little, for some period of time, t e the head of the Council for TobaOoo Research?",Yes.
"Okay, Dr. Figlar, I want to go back one last time to Plaintiff 5, which is the BAT meeting, o(cay?",Okay.
"And that was a meeting -- the second page i$ an itinerary and there's about 35 different people who were interviewed, inoluding, in addition to the 35 people, they also interviewed the whole entire Scientific Advisory Board of the TIRC, correct?",You presume so. It says that in there on the 10th of May.
"Okay. And there was a conclusion of this report, was there not?","I believe so, yeah. Q, And the Conolusion Number 1 says -- and toll me if I'm reading this correctly for the jury, although -- and this is from 1958, correct?"
"And it says, although there remains some dOubt as to the proportion of the total lung oanoer mortality whioh can fairly be attributed to smoking, scientific opinion in the U.S.A. does not n<>w seriously doubt that the cstfctietical VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 MMIPMMMIIW* on o CD ro o> http://www.veritext.com correlation is real and reflects a cause and effect relationship. Did I read that correctly?",You did.
"And that was the conclusion number conclusion of this report that we've been talking a^out today, right?",That's what the oonolusion says.
"And then for the next -- another exhibit y4>u went over with Mr. Latham was Defendant 4 was ah American Medical Association artiole from 1959, correct?","D-4, yes."
And you -.- are you aware of the relationship between the American Medical Association and the tobacoo industry through 1971?,"Not really, no."
Are you aware of funding that the American Medical Association was getting through the tobacco industry up until 1971?,"I don't. (Figlar Exhibit 71, Letter dated 9/7/71 to Joseph F. Cullman, III from Horace R. Kornegay, PT01497, was marked for identification.)"
"Okay. I want to show you then *** it's a VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com new exhibit, PT01497 whioh we'll mark as Plaintiff's Exhibit 75 [sic]. And it's a September 7th, 1971 -- it's actually it's a September 7th, 1971, letter, and it says, I'm enclosing for your information it's from the ojiairman of Philip Morris to Joe it's actually t> Joseph Cullman from Horace Kornegay of the Tobaooo Institute; do you see that document?",I do.
"And if you turn the page, he attached a confidential letter from September 3rd or memo from September 3rd, 1971, from William Kloepfer to Horace Kornegay, oorreot?",Okay.
And as the subjeot is the report on meeting at AMA regarding ERF Tobacco Program; do,"I do 0. And oan you read the first paragraph into tljie record, please."
"And Dr. Howard was the AMA executive director at that time, oorreot?","Well, that's what this letter suggests, yes."
"And it's talking about a program regarding smoking and health research program, oorreot?","It -- it is saying that, yes."
"And in the second page, in the last paragraph, if you oould read the first the first sentence to the jury, please.","It's -- the last paragraph, sir?"
"Yeah, the first sentence of that paragraph,","Howard said he regards the program as a g^eat liability that from AMA's view it has only caused further blackening of AMA's image. Q, Do you have an opinion or do you know whether the AMA has stated publicly that they regretted being involved with programs with the tobacco industry up to 1971?"
"Okay. The next document I want to go over with you is D-5, whioh is the American College of Chest Physicians standards that you told the jury at>out from 1960; do you remember that?",I do.
"And, again, you've already told the jury that you thought that the industry was a powerful industry; do you remember we spoke about that?",
And do you know does Dr. Seymour Farber who was the president of the American College of Chest Physicians who issued this statement in 1960/ do you know what his relationship was with the tbbacoo industry at that time?,I don't.
So whether he was giving speeches and getting approval from the tobaooo industry prior to giving speeches?,"I don't know that, no. (Figlar Exhibit 76, Confidential Report Scientific Advisory Board Meeting, May 10-11, 1958, was marked for identification.) VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 ' II. >l i w * m M f e Ol -J o CD ro o http://www.veritext.com c c JT'K"
"Okay, Then I want to show you the next exhibit, whioh is Exhibit 76, whioh is a new exhibit, and it's a confidential report from the Scientific Advisory Board meeting May 10th to 11th, 1&58, if Mr. Latham oould hand that to you.",
Okay. So we we were talking about how in cross-examination with Mr. Latham you disoussed aj 1960 standard from the American College of Chest Physicians where Dr. Seymour Farber was the president and submitted a statement; do you remember that?,"I do. 14 Q. And I want to take you baok to a mooting, Exhibit 76, and you have it before you. It's a confidential report from the Scientific Advisory Board meeting May 10th through 11th, 1958, correct?"
And if you can go to the second page and read Number 4 about some of the things they were discussing during their confidential meeting and tell the jury what was disoussed in 1958 at this confidential meeting two years before the the statement was issued by Dr. Farber. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 http://www.veritext.com c c c,"Number 4, it says Dr. Seymour Farber*s suggestions oonoerning an international symposium on lung oancer, to be conducted by the University of California School of Medicine's Medioal Extension, was disoussed. It was approved in principle, but subjeot to considerable delineation ahd further discussion at the next meeting of the board."
Why would Dr. Farber have to get his international symposium of lung oanoer approved by the by the Scientific Advisory Board of the Tobacco Institute Research Committee? Why why would he need to do that?,I don't know necessarily why he would. It wins suggested it just says it was approved in principle but subjeot to further delineation.
"Okay. But what this relationship with Dr. Farber and the Tobaooo Institute Research Committee, was that disclosed in this Exhibit D-5 that you read to the jury about the statement from the American College of Chest Physicians?",I don't know that it was or was not.
"Well, do you see it disclosed in the statement?","No, because this ie it's really just VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 cn ""-J -V- | 1 ^ CD CD http://www.veritext.com T""""~ c c mm SM> the proceedings from a set of meetings, so I don't see it as a as reporting where any funding may ojr may not be coming from."
Okay. And then the next Exhibit D-8 was you disoussed a book by Larson and Haag to the Surgeon General,Uh-huh.
"-- which was dated 1961, oorreot?",Correct.
"And by the way, do you agree that the industry considered Larson and Haag to be people who were providing friendly research to them?","I don't know whether or not that was that is true or not, but I know they were -~ they certainly received funding from TIRC. (Figlar Exhibit 77, Dooument titled The Importanoe of Biological Research dated 2/3/41, PT1955, was marked for identifioation.)"
"Okay. Well, let's go back to February 3rd, 1941, if Mr. Latham -- Latham can give you Exhibit 1955, and we'll mark that as Exhibit 77, and it's a dooument dated February 3rd, 1941, Importanoe of Biological Research. And this w^s about 20 years before the Larnon nnd Haag book VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 wmmmmmmmmmmmm ************ mmpmmttWWmmitM* o CD CD N> http://www.veritext.com c J^**V c ry that you talked to the jury, oorreot?","It would be, yes."
And you can go to the second page of that dpcument and read the first sentence to the jury.,"I can, but what what is this document again, I'm sorry?"
"It's a document, it's dated February 3rd, 1941. It's talking about the importance of biological research; do you see that?","I mean, I see that title, but who wrote it ahd what is it? That's -- that was my question."
"It will be in evidence by the time your video is played, so I just want to see if you're familiar with some of the statements in the video --in this document. A, Okay.",
"So if you could turn to Page 2 and read the first sentence to the jury, please.","It says, the tobacoo industry is very much in need of some friendly research in this field."
And then if you can go to the next page aijtd read the last paragraph to the jury.,The last paragraph?
Up to -- up to the first sentence of the n*tt page. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 immfmpmmwwmmmm PHMPfMffWtVf Ol o CD http://www.veritext.com c v ^ l r,"As a result of discussions with Mr. Neiley, Dr. Haag was asked nearly a year ago to lbok about for a man having the desired qualifications. He should combine ability and experience with a broad-minded attitude toward the tobacco industry. It was not until reoently that Dr. Haag oould find anyone whom he considered well qualified for the position. He has now recommended Dr. Larson, who is a young physiologist with a good background, experience and a fine personality."
So is that initially how Larson and Haag became involved in the tobaooo industry?,"Well, again, look, I don't I don't know what this paper is. They may have been involved in the 1940s, but, I mean, I'm not sure what this document is."
"Okay. And then D-8, this exhibit, this Larson and Haag manual, do you know how many different articles -~ research articles they provided to the Surgeon General and why they provided so many?","They provided I think summarized and provided abstraots to over 6,000 articles, oompiled research from, starting I think in the 1800s, if my memory is right, up until about 1959 or so. VERITEXT REPORTING COMPANY 212-2t 9-9424 www.veritext.com 212-4 90-3430 cn -r-., f. o CD CD ro O) http://www.veritext.com !. <Ml. I"
Right. Isn't it true that the tobaooo industry wanted they wanted this research to be so vague and incomplete and to be irksome to the reader?,"I don't agree with that. I think the Larson, Haag and Silvette manuscript is a full compendium of what was known about tobaooo and cigarettes, the biological effects, the nature of njicotine, et cetera, is in that volume. It's it's really just a pull together and a review of everything that was written about tobaooo up to tfiat point. (Figlar Exhibit 78, Letter dated 5/6/63 to DeBaun Bryant, Esq., was marked for identification.)"
"Okay. I want to play he gave a deposition in December 19th, 1986, where he was the corporate representative for American Tobacco and he discussed the warnings just like you did today. I want to play that video for you and ask you some questions, okay?",Okay.
"All right. If we can play that and we*11 have that as the next exhibit, whioh will be is it 80?","Yeah. You're up to 80, yes, sir."
"Okay. Thank you, Dr. Figlar. (Figlar Exhibit 80, Video of Robert Heimann in a deposition dated 12/19/86, was marked for identification.) (Playing Video.)",
"Cigarettes -- it's currently being I want to show you what's marked as Plaintiff's Exhibit 17, whioh is simply a package of Pall Mall oigarettes that's currently being sold. Can you identify that as a package of Pall Mills?","xes, sxr."
And would you read the warning that's placed on that for us please? VERITEXT REPORTING COMPANY 212-2t9*9424 www.veritext.com 212-490-3430 http://www.veritext.com,Surgeon General's warning: Quitting smoking now greatly reduces serious risks to your health.
"That is not a warning that is voluntarily placed there by American Tobacoo, is it?","No, it is not."
Would you put that warning there if Congress didn't require it?,No.
"And the reason is simply American disagrees with the warning, doesn't it?",We certainly do.
"You don't think they harm smokers so there's no reason to put any warning on them, do y^u?",We believe our product is not injurious to health.
"As far as you can as far as you're concerned, is the Surgeon General simply wrong in concluding that cigarette smoking causes lung cancer?",I would use the term misguided.
"If he's misguided, then I take it that y<>ur opinion is he's wrong? A, I'm simply trying to bo polite about it. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com",
"Okay. But not being polite about it, in your opinion he's wrong, correct?","Dead wrong. Q, Congress is wrong in requiring these warnings, correct?"
"So, Dr. Figlar, as you sit here today as an R. J. Reynolds' corporate rep in 2014, in sworn testimony, watching the American Tobacoo oorporate r^p who gave sworn testimony in 1986, do you agree with what was being said at that time by Mr. Heimann?",
And you've told the with Mr. Latham you Went through the effectiveness of the warnings and talked about how effective the warnings are; do you remember doing that?,I don't --
"How many people had seen and believed the warnings on the packages of oigarettes, do you remember talking about that?","I remember talking about the awareness of the dangers of oigarette smoking. I don't know if that was directly connected to the warnings, but certainly awareness of the dangers of cigarette smoking."
Okay. And you also talked about the FTC report; do you remember talking about that?,I don't. No.
"Okay. Well, it was in a dooument that he showed you that you read from. You read a document where you mentioned the '67 FTC report. You don't recall that?","I don't -- I don't remember referencing an FTC report. I'm sorry, I don't. I don't remember referencing it. Q, Do you know are you aware -- as a corporato representative for R. J. Roynolde, are VERITEXT REPORTING COMPANY 212-2t 9-9424 www.veritext.com 212-490-3430 http://www.veritext.com yiou aware and know what the ' 67 FTC report was?"
"All right. All right. Well, I'll show it tj> you. It's Exhibit 81 and it's PT03870 and it's tjie FTC report to Congress in 1967, and it addresses one of those warnings that you talked ahout on the packages of oigarettes. And if you oj>uld look to the second page, and it talks about the effectiveness of oigarette labeling; do you see that?",I do.
"And you can read the highlighted portion oh that page, please, to the jury,","It says, there's virtually no evidence tl|iat the warning statement on oigarette packages h^s any significant effect. Continue? Do you want me to continue? VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com"
Please.,"If oigarette sales are viewed as an index of the effectiveness of the warning statement, one finds that in 1966 more cigarettes were sold than ever before. Even during January and February 1966, the first two months that the warnings the warning appeared on the oigarette packages, oigarette sales were higher than they had been during the same months of the preceding year."
"And then if you oould turn to Page 7, please, and read the highlighted portion which explains this.",Page 7?
Yes.,The failure of the warning statement on packages to have any discernible effect on cigarette consumption is easily explainable. The warning statement on the package alone has proved to be ineffective mainly because few people seem to pay attention to it.
And you can go on. There's another part.,"I'm sorry. The motivations for smoking physiologically, psychologically and sociologically ~- are complex and a mere reminder i o the hafc&rdp on the- oigaretto package cannot VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com compete with the forces that promote oigarette smoking."
And do you know what foroes were promoting oigarette smoking at that time?,"I mean, I would I would presume when they say promotion that they're talking about cigarette promotions and things like that. (Figlar Exhibit 62, 1981 Federal Trade Commission Staff Report on the Cigarette Advertising Investigation, PT03165, was marked for identification.)"
"But Dr. Figlar, these -- these Surgeon General reports and FTC reports and government reports, they were being made available to the tobacoo industry, were they not?",I'm sorry?
"The tobacco industry, the companies, the R. J. Reynolds, Brown & Williamson, American Tobacoo, CTR, people like that, those companies, those organizations they had an opportunity to review government reports such as the Surgeon General reports and the FTC report as they were being issued, oorreot?","I'm assuming they would have, yeah."
"Okay. And especially since they were addressing the -- the product that you all were manufacturing, oorreot?",I would think so.
"And if there were something in there that VERITEXT REPOkTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com concerned you, the tobaooo industry certainly oould have changed had every opportunity to change the behavior and help the American public, correct?","All right. It says, while most Amerioans ake generally aware that smoking is hazardous, some consumers, especially smokers, do not know this basic fact. However, even if it is assumed that every consumer is aware that smoking is hazardous, the evidence indicates that many consumers do not hive enough information about the health risks of smoking in order to know how dangerous smoking is, lie., what it is, what is the nature and extent of the health risk of smoking. Many consumers also do not know whether the general health risks of smoking have any personal relevance to themselves o^ whether they are among those groups of people VERITEXT REPORTING COMPANY 212-2+9-9424 www.veritext.com 212-490-3430 http://www.veritext.com Who may be uniquely vulnerable to these health hazards."
"Okay. And so this is this is talking about the publio awareness in 1981, correct?","This report was in 1981, yes."
"And if you oould read the highlighted portion on Page 10 to the jury, please.","However, even for lung cancer, the most well known health effect, some gaps in consumer knowledge are evident. Thus, approximately percent of those polled do not know that smoking causes cancer. The data also indicate that substantial numbers of consumers seriously misunderstand and underestimate the increased risks of suffering these health problems as a result of smoking, for example, the survey data discussed in Chapter III indicate that over 40 percent of those polls -- polled do not know that smoking caused most (80%) cases of lung cancer and nearly one-quarter of those polled did not even know it causes many crises."
"And if you oould read the highlighted portion from Page 12 to the jury, please.",
"And if you can go to Page 2-3 and read the highlighted portion to the jury, please.","The amount of oigarette advertising in the United States. Cigarettes are the most heavily advertised product in America. The next portion it s^ys, the National Commission on Smoking and Public Policy reported in 1978 that the tobacoo industry s^ent more on advertising cigarettes in one day than the (then) National Clearinghouse on Smoking ahd Health, the government's primary agency working in the area, spent in one year."
"And, again, since you brought it up, if we o^nild talk a little bit more about the public awareness of the dangers of smoking, if you could r^ad from Page 3-6 into the record, please. VERITEXT REPORTING COMPANY 212-2 9-9424 www.veritext.com 212-490-3430 http://www.veritext.com",Which portion whioh highlighted portion?
The second -- the second part whioh is many consumers.,"Okay. Many consumers who have heard that the Surgeon General has determined that smoking is dangerous, do not generally know, for example, (a) what diseases are smoking related, (b), what is the generally increased likelihood of suffering from these diseases as the result of smoking, or (c) what effect these diseases have on the likelihood of suffering a premature death."
"When the tobacco industry was reading this FJTC report and worrying about this lack of awareness, what were they doing to help people?",
In 1981?,
"Okay. And if you can go to Page 3-8 and 3-10 and read that into the record, please, Dr. Figlar. ' A. 3-8, knowledge of more information about the health hazards of smoking is relevant to consumers' awareness of whether the health risks associated with smoking have any personal t application to themselves or whether they are among those who are particularly vulnerable to these health hazards. For example, some consumers incorrectly believe that while smoking may be hazardous to others, it is not hazardous to themselves because of the particular type of oigarette they smoke or the amount they smoke. Of particular concern in this group",
"Hold on. I'm sorry. Go ahead, Doctor. I apologize.","Okay. It's in a different section of the paragraph. It says, of particular oonoern in this group are teenagers who are unaware of the potentially addictive nature of oigarette smoking, ahd who, therefore, may be tempted to experiment with smoking."
"And so this was 1981, again, where we're talking about teenagers being unaware of the VERITEXT REPORTING COMPANY 212-2t9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c c c addictive nature of smoking, correct?",That's what this says. I don't know that I would agree that teenagers are unaware. I was certainly a teenager at that time and I was fully aware.
Right. You -- you were fully aware about hbw addictive nicotine was in 1981?,"No, I was aware of certainly the dangers. It says the a w a r e of the potentially addictive nature. It doesn't say is."
"Okay. And if you oould read 3-10, please, Dr. Figlar.","Certainly. Based upon an analysis of all the data reviewed in its entirety, staff has cbnoluded that there appear to be such significant g*ps in consumer knowledge that a substantial portion of the population does not know how dangerous smoking is, or whether the dangers of smoking apply to them, and, therefore, does not hfve an understanding of the health hazards of smoking. More specifically, the data suggests that (a) a large number of consumers do not know what diseases are related to smoking; (b) a substantial number of seriously misunderstood excuse me a substantial number seriously misunderstood [sic] 212-2J9-9424 VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Ol Go o CD ro http://www.veritext.com and underestimate the extent of the increased risk of suffering these health problems as the result of smoking; (c) many seriously under -- underestimate or are unaware of the severity of these health consequences and the increased risk of premature death from these illnesses; and (d) a significant number of consumers incorrectly do not believe that these health consequences have any personal relevance to themselves."
"Okay. Dr. Figlar, you remember a long time ago we disoussed the Frank Statement in when the tobacco industry said that the publio health was paramount a paramount concern to them? t% * *es*",
"And now you have a report in 1981, almost years later where the government is issuing a report saying people really don't understand all the health hazards of smoking and health, correct?","That's what this report says. I just read ftom you earlier from the Surgeon General, another f<j>rm of the government --"
I'm going to,--a publio health
I'm going to get to that report. VERITEXT REPORTING COMPANY 212-279-9424 www.veritext.com 212-490-3430 http://www.veritext.com,"I'm sorry. I'm just trying to explain my answer, that what we have is two sets of plaoes in t e government that are suggesting that the information in the reporting is contradictory. So you have the Surgeon General on the one hand saying awareness is very high and now we're skying from the FTC from Matt Myers who was the program advisor that -- that not enough information ip known."
Okay. This is 1981?,Correct.
"We have another report eight years later in 1989 that I'm going to talk to you about, but my question to you, Dr. Figlar, most respectfully, is i(i 1953 the tobacco industry issued a statement spying the publio health was of paramount concern t<> them, correct?",That is correct.
"And in 1981 when the tobacco industry was reading this report from the FTC and the government, what did they do to help their consumers?",With regard to awareness I'm not sure. Wl|at they did to their products was try to lower the tar and nicotine levels of those products. VERITEXT REPORTING COMPANY 212-2J9-9424 www.veritext.com 212-490-3430 http://www.veritext.com
Whioh oontinued to kill their customers?,
"And so if we can go to the next page, 31-11, if you oould read that highlighted portion to the jury, please.","Hold On. The data, projected nationwide, indicates that some Americans still do not even know that smoking is hazardous to health. In 1978, Gallup asked respondents whether they believed smoking was harmful to health. Although 10 % of the sample did not know that smoking had any harmful effects, 17 % of all smokers did not know that smoking is harmful to health, and nearly one out of every four - 24 % - heavy smokers did not k^ow this fact. In the 1978 Roper Study, 9% of the total simple, 13% of all smokers, and 20% of two pack or m4>re a day smokers did not know that smoking was hazardous. Given that there are approximately i million smokers in this country, these data suggest that millions of Americans vrho smoke still do not kiiow that smoking is harmful to their health. j VERITEXT REPORTING C O M P A N Y 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com c wanted - Is that something the tobacco company did they want there to be millions of Americans smoking who harmful? what"
"But, Dr. Figlar, you you told us that up to 90 percent of smokers are starting by the age of 18, oorreot?",I said up to possibly. I've seen a number of sets of data on that.
"Okay. You know that many you know thnt VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 CD http://www.veritext.com c c c many smokers come from backgrounds where they may be less educated than the scientists at Ri. J. Reynolds, correct?","Quite possibly, yes."
"Do you really want to have a debate with those smokers that 90 percent of teenagers in the uneducated Americans who were smoking, did you want tb have a scientific debate with them about cause a^d effect of smoking and cancer?",
"No, but you're talking about 54 million smokers and 400,000 who are dying every year, correct?","That's current data, but yes, I would I would say that would be true."
And if we can go to this again is in 1$81. If you oould read from 3-40 into the record.,"Addiction, that's the section, further VERITEXT REPORTING COMPANY 212-2t9-9424 www.veritext.com 212-490-343( ) Ol ro http://www.veritext.com I * * i l l i W I I ' l down the indicate smoking skoking the Surg being aa paragraph it says, evidence from Roper s that the majority of people do not think is addictive. Half of the population felt was merely a habit and not an addiction. And that was i t wasn't until 1988 that eon General issued the report on nicotine addictive as cocaine and heroin, correct? Correct. So this * so the majority of,.. people would have thought the same way that the Surgeon Addison General thought at that time. Right. And in this there was a memo from Yeaman saying that nicotine is an addiotive dpug, correct? B^rown & pJLease. that you i record?"
"And finally, Dootor, I apologise, I appreciate your patience, if you oould read 4-10 to the jury, please.","For four basics reasons, described in detail below, the current warning is not accessible, and therefore, not cannot be effective. They are: (1) the current warning is overexposed and worn out; (2) the current warning is no longer novel and presents no new information; (fc) the abstract nature of the current warning current warning is not likely to be perceived as personally relevant. In contrast to the current warning, cigarette advertisements present positive VERITEXT REPORTING COMPANY 212-2f 9-9424 www.veritext.com 212-490-3430 http://www.veritext.com information about smoking in a highly effective manner. They communicate the desirable aspects of smoking in a variety of attention-getting formats. Having attracted the reader's attention, the ads present positive information about smoking through ntimorous conorete image-provoking, personalizable themes, each theme presented in many different w^ys. Information that is distinctive in form, n|>vel or varying in content, concrete, and personalizable is precisely the type of information that people are most likely to notice, think about and spontaneously recall."
"Okay. So, Doctor, in addition to what you ti>ld the jury on cross about warnings and publio awareness there was more information in the 1967, the and the 1981 FTC reports as well as the Surgeon General report, oorreot?","I'm sorry? There was what? 0. You you went over with the jury the Surgeon General Report, oorreot?"
"There were portions of the report you didn't go over with the jury though, oorreot?","I did not go over the whole report, no. Ji st like you have not gone over the whole reports VERITEXT REPORTING COMPANY 212-2^9-9424 www.veritext.com 212-490-3430 http://www.veritext.com of the documents we've seen today, certainly not."
"Well, the documents are admitted into evidence for the jury to read as will additional portions of the '89 report that I'd like to discuss w .th you, okay?","Okay. (Figlar Exhibit 83, Dooument titled Reducing the Health Consequences of Smoking, Years of Progress, a report of the Surgeon General 1989 Executive Summary, was marked for identification.)"
"And so your D -- it was D-22. I want to mark as our next exhibit, Exhibit 83, additional portions of the '89 Surgeon General Report that are attached to that document that you're reading, ojcay?",A l l r i g h t . i
"And this is to follow up on your statements about the publio awareness of smoking hazards in 1989, okay?",Okay.
"On Page 219 there's a highlighted portion. Can you read that to the jury, please.","Yes. Despite the growing level of public VERITEXT REPORTING COMPANY 212-2t9-9424 www.veritext.com 212-490-3430 http://www.veritext.com -MawaaU&Mtam c c ***>**. knowledge noted above, a substantial number of Americans are still uninformed about or do not believe the health risks of smoking. These gaps in knowledge or beliefs are more evident when one considers the proportion of adults who do not acknowledge certain health risks rather than the proportion who do. For example, among smokers -- for whom the information is particularly -- and that's it. Do you want me to keep reading? Well, you just out it off there. It goes on to a different page."
"On 223 can you read that that that highlighted portion, please.","Sure. Although empirical evidence is sparse, tobaooo industry activities in the form of advertising and promotion, publio relations, and lobbying may interfere with publio beliefs and personalized acceptance of the health risks of smoking. Because most individuals may not understand how smoking causes the diseases with whioh it is associated, many persons may be i vulnerable to information that attempts to oast doubt on such relationships. These industry activities are reviewed in Chapter 6 and 7. VERITEXT REPORTING COMPANY www.veritext.com 212-490-3430 Oi W Nl O CD ro http://www.veritext.com mmnwii.. c c"
"So, Doctor, in this paragraph they're talking about things that you and I had talked about earlier where the internal documents were talking about things suoh as publio relations and lobbying; do you remember that?","They do and they say in the first sentence that the empirical evidence is sparse, first sentence."
"And it goes on to say and it goes on to say, the tobaooo industry activities in the form of advertising promotion, publio relations, whioh we disoussed earlier, and lobbying, whioh we disoussed earlier, may interfere with publio beliefs and personalized acceptance of the health risks of smoking, correct?","That is what it says. It says, it may interfere, but that evidence is sparse, that's correct, yes."
"Is that what the tobaooo industry was trying to do, interfere with the publio belief? Were you trying to do that?",
"And then it says, many persons may be vulnerable to information that attempts to oast dt>ubt on these relationships, oorreot?","It says that, yes."
"And so when you --: when the tobaooo industry learned that or read this in the sjirgeon General Report, did they oome forward to tjie publio and apologise for all those statements wnere they were trying to oast doubt on the health effects or the relationship between smoking and cancer?",
"They kept doing it, right?",
"Right, for another 11 years, right?",Approximately.
"While 400,000 Americans were dying each year, correct?",
How did that make you feel?,
"Okay. But what about the 20 million Ajmerioans who have died, what are you doing about that?",
What about the,"I'm trying to do,"
"people who have already died? Dr. Figlar, I'm talking about the 20 million who have already died that ooourred during this years when all this was happening. As the corporate representative for R. J. Reynolds, how do yOu feel about the 20 million who died?",
"So you appreciate all the suffering that's been caused to all these families then, don't you?",
"Your grandparents aren't here today to tell us that. That's you telling us that that's what your grandparents felt, right, as as a cigarette manufacturer representative, that's what you want us to believe, right?",
"They were telling the American publio that ere was no proof that smoking caused lung oancer, ren't they?",They would say that there was no proof of cause and effect relationship.
While they were,
"Okay. Dr. Figlar, if you oould look at Dh22.",Okay.
And we were talking about the human suffering caused by your the the product. If yj>u oould read into the record the -- it's on Roman numeral ii before the preface.,Okay.
